"KEY","en","notes","sp","fr","de","it","pt-br","ru","ko","ja","zh"
"ARMOR_MEDICALHAT_DESC","All of your stats are increased by 1 for each disorder you have.","","Todos los atributos aumentan en 1 por cada trastorno que tenga esta unidad.","Hausse de stats pour chaque trouble qui vous affecte.","Für jede Störung, die du hast, werden all deine Attribute um 1 erhöht.","Tutte le tue statistiche aumentano di 1 per ogni disturbo che hai.","Todos os seus atributos são aumentados em 1 para cada transtorno que você possui.","Все ваши характеристики увеличиваются на 1 за каждое ваше расстройство.","","",""
"ARMOR_MEDICALMASK_NAME","Medical Mask","","Máscara médica","Masque médical","Arztmaske","Maschera Medica","Máscara de Médico","Медицинская маска","","",""
"ARMOR_MEDICALMASK_DESC","All of your stats are increased by 1 for each disorder you have.","","Todos los atributos aumentan en 1 por cada trastorno que tenga esta unidad.","Hausse de stats pour chaque trouble qui vous affecte.","Für jede Störung, die du hast, werden all deine Attribute um 1 erhöht.","Tutte le tue statistiche aumentano di 1 per ogni disturbo che hai.","Todos os seus atributos são aumentados em 1 para cada transtorno que você possui.","Все ваши характеристики увеличиваются на 1 за каждое ваше расстройство.","","",""
"ARMOR_MEDICALNECKLACE_NAME","Medical Necklace","","Gargantilla médica","Collier médical","Arzthalskette","Collana Medica","Colar de Médico","Медицинское ожерелье","","",""
"ARMOR_MEDICALNECKLACE_DESC","All of your stats are increased by 1 for each disorder you have.","","Todos los atributos aumentan en 1 por cada trastorno que tenga esta unidad.","Hausse de stats pour chaque trouble qui vous affecte.","Für jede Störung, die du hast, werden all deine Attribute um 1 erhöht.","Tutte le tue statistiche aumentano di 1 per ogni disturbo che hai.","Todos os seus atributos são aumentados em 1 para cada transtorno que você possui.","Все ваши характеристики увеличиваются на 1 за каждое ваше расстройство.","","",""
"SETBONUS_MEDICAL_NAME","Medical Set Bonus!","","¡Bonificación de conjunto médico!","Bonus d'ensemble&nbsp;: médical&nbsp;!","Setbonus: Arztrüstung!","Bonus Set: Medico!","Bônus de Conjunto de Médico!","Бонус медицинского комплекта!","","",""
"SETBONUS_MEDICAL_DESC","You have +1 Health Regen for each disorder you have.","","Esta unidad obtiene +1 de regeneración de salud por cada trastorno que tenga.","Régénération de PV +1&nbsp;pour chaque trouble qui vous affecte.","Für jede Störung, die du hast, erhältst du +1&nbsp;Lebensregeneration.","Ottieni +1 a Rigenerazione Salute per ogni disturbo che hai.","Você possui +1 de regeneração de saúde para cada transtorno que você possui.","+1 к регенерации здоровья за каждое ваше расстройство.","","",""
"","","","","","","","","","","",""
"ARMOR_MINERHAT_NAME","Miner Hat","","Casco de minero","Chapeau de mineur","Bergarbeiterhut","Cappello da Minatore","Chapéu de Mineiro","Шахтёрская каска","","",""
"ARMOR_MINERHAT_DESC","Physical attacks can't miss.","","Los ataques físicos no pueden fallar.","Vos attaques physiques ne peuvent pas échouer.","Physische Angriffe können nicht verfehlen.","Gli attacchi fisici non possono mancare il bersaglio.","Ataques físicos não podem errar.","Физические атаки не могут промахнуться.","","",""
"ARMOR_MINERMASK_NAME","Miner Mask","","Máscara de minero","Masque de mineur","Bergarbeitermaske","Maschera da Minatore","Máscara de Mineiro","Шахтёрская маска","","",""
"ARMOR_MINERMASK_DESC","Poison Immunity.","","Inmunidad al veneno.","Immunité au Poison.","Immun gegen Gift.","Immunità al Veleno.","Imunidade contra veneno.","Иммунитет к Яду.","","",""
"ARMOR_MINERARMOR_NAME","Miner Pack","","Paquete de minería","Équipement de mineur","Bergarbeiterrucksack","Zaino da Minatore","Pacote de Mineiro","Шахтёрский рюкзак","","",""
"ARMOR_MINERARMOR_DESC","Your basic attack has +1 Knockback.
+1 Knockback damage.","","El ataque básico tiene +1 de retroceso.
+1 daño de retroceso.","Votre attaque de base bénéficie de Recul +1.
Dégâts de recul +1.","Dein Grundangriff hat +1&nbsp;Rückstoß.
+1&nbsp;Rückstoßschaden.","Il tuo attacco base ha +1 Contraccolpo.
+1 danno da Contraccolpo.","Seu ataque básico possui +1 de empurrão.
+1 de dano de empurrão.","Базовая атака получает +1 к отбрасыванию.
+1 к урону от отбрасывания.","","",""
"SETBONUS_MINER_NAME","Miner Set Bonus!","","¡Bonificación de conjunto de minero!","Bonus d'ensemble&nbsp;: mineur&nbsp;!","Setbonus: Bergarbeiterrüstung!","Bonus Set: Minatore!","Bônus de Conjunto de Mineiro!","Бонус шахтёрского комплекта!","","",""
"SETBONUS_MINER_DESC","2 more pickups spawn in each battle.","","Se generan 2 recogibles más en cada combate.","2&nbsp;ressources bonus apparaissent à chaque combat.","In jedem Kampf erscheinen zwei zusätzliche Gegenstände.","Si generano altri 2 raccoglibili in ogni battaglia.","Mais 2 coletáveis são gerados em cada batalha.","В каждом бою появляется на 2 подбираемых предмета больше.","","",""
"","","","","","","","","","","",""
"ARMOR_MOLTENHAT_NAME","Molten Hat","","Gorro fundido","Chapeau fondu","Geschmolzener Hut","Cappello Fuso","Chapéu Derretido","Расплавленная шляпа","","",""
"ARMOR_MOLTENHAT_DESC","Start with Burn 2. Your basic attack inflicts Burn 1. Inflict Burn 1 on units that contact you.","","Empieza con 2 de quemadura. El ataque básico inflige 1 de quemadura. Inflige 1 de quemadura a las unidades que entren en contacto con esta.","Vous débutez avec Brûlure +2. Votre attaque de base inflige Brûlure +1. Inflige Brûlure +1&nbsp;aux unités qui vous touchent.","Beginne jeden Kampf mit Verbrennung&nbsp;2. Dein Grundangriff verursacht Verbrennung&nbsp;1. Verursache Verbrennung&nbsp;1 bei Einheiten, die dich berühren.","Inizi con Bruciatura 2. Il tuo attacco base infligge Bruciatura 1. Infliggi Bruciatura 1 alle unità che ti toccano.","Inicie com queimadura 2. Seu ataque básico aplica queimadura 1. Aplique queimadura 1 em unidades que entrarem em contato com você.","Начинаете с Ожогом 2. Базовая атака накладывает Ожог 1. Накладывает Ожог 1 на юнитов при контакте с вами.","","",""
"ARMOR_MOLTENMASK_NAME","Molten Mask","","Máscara fundida","Masque fondu","Geschmolzene Maske","Maschera Fusa","Máscara Derretida","Расплавленная маска","","",""
"ARMOR_MOLTENMASK_DESC","Start with Burn 2. Your basic attack inflicts Burn 1. Inflict Burn 1 on units that contact you.","","Empieza con 2 de quemadura. El ataque básico inflige 1 de quemadura. Inflige 1 de quemadura a las unidades que entren en contacto con esta.","Vous débutez avec Brûlure +2. Votre attaque de base inflige Brûlure +1. Inflige Brûlure +1&nbsp;aux unités qui vous touchent.","Beginne jeden Kampf mit Verbrennung&nbsp;2. Dein Grundangriff verursacht Verbrennung&nbsp;1. Verursache Verbrennung&nbsp;1 bei Einheiten, die dich berühren.","Inizi con Bruciatura 2. Il tuo attacco base infligge Bruciatura 1. Infliggi Bruciatura 1 alle unità che ti toccano.","Inicie com queimadura 2. Seu ataque básico aplica queimadura 1. Aplique queimadura 1 em unidades que entrarem em contato com você.","Начинаете с Ожогом 2. Базовая атака накладывает Ожог 1. Накладывает Ожог 1 на юнитов при контакте с вами.","","",""
"ARMOR_MOLTENNECKLACE_NAME","Molten Necklace","","Gargantilla fundida","Collier fondu","Geschmolzene Halskette","Collana Fusa","Colar Derretido","Расплавленное ожерелье","","",""
"ARMOR_MOLTENNECKLACE_DESC","Start with Burn 2. Your basic attack inflicts Burn 1. Inflict Burn 1 on units that contact you.","","Empieza con 2 de quemadura. El ataque básico inflige 1 de quemadura. Inflige 1 de quemadura a las unidades que entren en contacto con esta.","Vous débutez avec Brûlure +2. Votre attaque de base inflige Brûlure +1. Inflige Brûlure +1&nbsp;aux unités qui vous touchent.","Beginne jeden Kampf mit Verbrennung&nbsp;2. Dein Grundangriff verursacht Verbrennung&nbsp;1. Verursache Verbrennung&nbsp;1 bei Einheiten, die dich berühren.","Inizi con Bruciatura 2. Il tuo attacco base infligge Bruciatura 1. Infliggi Bruciatura 1 alle unità che ti toccano.","Inicie com queimadura 2. Seu ataque básico aplica queimadura 1. Aplique queimadura 1 em unidades que entrarem em contato com você.","Начинаете с Ожогом 2. Базовая атака накладывает Ожог 1. Накладывает Ожог 1 на юнитов при контакте с вами.","","",""
"SETBONUS_MOLTEN_NAME","Molten Set Bonus!","","¡Bonificación de conjunto fundido!","Bonus d'ensemble&nbsp;: fondu&nbsp;!","Setbonus: Geschmolzene Rüstung!","Bonus Set: Fuso!","Bônus de Conjunto Derretido!","Бонус расплавленного комплекта!","","",""
"SETBONUS_MOLTEN_DESC","Fire immunity.","","Inmunidad al fuego.","Immunité au feu.","Immun gegen Feuer.","Immunità al fuoco.","Imunidade contra fogo.","Иммунитет к огню.","","",""
"","","","","","","","","","","",""
"ARMOR_HEADBRAND_NAME","Head Brand","","Estigma cefálico","Marque au front","Kopfmal","Marchio sulla Testa","Marca de Cabeça","Клеймо на голове","","",""
"ARMOR_HEADBRAND_DESC","Your movement action is Jump.
If you land on a unit, deal 1 damage to it and bounce to an adjacent tile.
[s:.7](This counts as an empty armor slot.)[/s]","","La acción de movimiento se convierte en un salto.
Si cae sobre una unidad, le inflige 1 de daño antes de rebotar a la casilla adyacente.
[s:.7](Cuenta como espacio de armadura vacío).[/s]","Votre action de déplacement devient Saut.
Si vous atterrissez sur une unité, vous lui infligez 1&nbsp;dégât et rebondissez sur une case adjacente.
[s:.7](Compte comme un emplacement d'armure vide.)[/s]","Deine Bewegungsaktion ist Sprung.
Wenn du auf einer Einheit landest, verursachst du 1&nbsp;Schaden bei ihr und prallst auf ein benachbartes Feld ab.
[s:.7](Zählt als leerer Rüstungsplatz.)[/s]","La tua azione di movimento è Salto.
Se atterri su un'unità, infliggi 1 di danno e rimbalzi su una casella adiacente.
[s:.7](Conta come uno slot armatura vuoto.)[/s]","Sua ação de movimento é um salto.
Ao cair em uma unidade, cause 1 de dano e ricocheteie para um espaço adjacente.
[s:.7](Este item conta como um espaço de armadura vazio.)[/s]","Ваше действие передвижения — прыжок.
При приземлении на юнита наносите ему 1 урон и отскакиваете на соседнюю клетку.
[s:.7](Считается пустым слотом брони.)[/s]","","",""
"ARMOR_FACEBRAND_NAME","Face Brand","","Estigma en la cara","Marque au menton","Gesichtsmal","Marchio sul Viso","Marca de Rosto","Клеймо на лице","","",""
"ARMOR_FACEBRAND_DESC","Each time you use your basic attack, gain +1 [img:shield].
[s:.7](This counts as an empty armor slot.)[/s]","","Cada vez que lanza el ataque básico, obtiene +1 [img:shield].
[s:.7](Cuenta como espacio de armadura vacío).[/s]","[img:shield] +1&nbsp;quand vous utilisez votre attaque de base.
[s:.7](Compte comme un emplacement d'armure vide.)[/s]","Jedes Mal, wenn du deinen Grundangriff benutzt, erhältst du +1&nbsp;[img:shield].
[s:.7](Zählt als leerer Rüstungsplatz.)[/s]","Ogni volta che usi il tuo attacco base, ottieni +1 allo [img:shield].
[s:.7](Conta come uno slot armatura vuoto.)[/s]","Sempre que utilizar seu ataque básico, obtenha +1 de [img:shield].
[s:.7](Este item conta como um espaço de armadura vazio.)[/s]","Каждый раз при использовании базовой атаки получаете +1 [img:shield].
[s:.7](Считается пустым слотом брони.)[/s]","","",""
"ARMOR_PRAYERBEADS_NAME","Prayer Beads","","Rosario","Chapelet","Gebetskette","Grani di Preghiera","Terços de Oração","Чётки","","",""
"ARMOR_PRAYERBEADS_DESC","Each time you take damage, gain +3 Brace until your next turn.
[s:.7](This counts as an empty armor slot.)[/s]","","Cada vez que sufre daño, obtiene +3 de refuerzo hasta el próximo turno.
[s:.7](Cuenta como espacio de armadura vacío).[/s]","Garde +3&nbsp;jusqu'à votre prochain tour chaque fois que vous subissez des dégâts.
[s:.7](Compte comme un emplacement d'armure vide.)[/s]","Jedes Mal, wenn du Schaden erleidest, erhältst du bis zu deinem nächsten Zug +3&nbsp;Wappnen.
[s:.7](Zählt als leerer Rüstungsplatz.)[/s]","Ogni volta che subisci danno, ottieni +3 alla Guardia fino al tuo prossimo turno.
[s:.7](Conta come uno slot armatura vuoto.)[/s]","Sempre que sofrer dano, obtenha +3 de preparação até seu próximo turno.
[s:.7](Este item conta como um espaço de armadura vazio.)[/s]","Каждый раз при получении урона получаете +3 к стойке до вашего следующего хода.
[s:.7](Считается пустым слотом брони.)[/s]","","",""
"SETBONUS_MONK_NAME","Monk Set Bonus!","","¡Bonificación de conjunto de monje!","Bonus d'ensemble&nbsp;: moine&nbsp;!","Setbonus: Mönchsroben!","Bonus Set: Monaco!","Bônus de Conjunto de Monge!","Бонус комплекта монаха!","","",""
"SETBONUS_MONK_DESC","Gain +2 [img:shield] at the end of each turn.","","Obtiene +2 [img:shield] al final de cada turno.","[img:shield] +2&nbsp;à la fin de chaque tour.","Erhalte am Ende jedes Zuges +2&nbsp;[img:shield].","Ottieni +2 allo [img:shield] alla fine di ogni turno.","Obtenha +2 de [img:shield] no fim do seu turno.","Получаете +2 [img:shield] в конце каждого хода.","","",""
"","","","","","","","","","","",""
"ARMOR_MOTHERSHAT_NAME","Mother's Hat","","Sombrero materno","Chapeau de maman","Mutters Hut","Cappello della Madre","Chapéu da Mãe","Материнская шляпа","","",""
"ARMOR_MOTHERSHAT_DESC","Spawn a Charmed Tiny Tumor at the start of each battle and whenever you're downed.","","Genera un minitumor embrujado al inicio de cada combate y siempre que esta unidad esté abatida.","Invoque une petite tumeur envoûtée au début de chaque combat et quand vous êtes mis K.O.","Ruf am Anfang jedes Kampfes und immer, wenn du in Ohnmacht fällst, einen freundlichen winzigen Tumor.","Generi un Tumore Minuscolo Ammaliato all'inizio di ogni battaglia e ogni volta che sei KO.","Gere um tumor minúsculo enfeitiçado no início de cada batalha e sempre que ficar inconsciente.","Призывает очарованную маленькую опухоль в начале каждого боя и при вашем падении.","","",""
"ARMOR_MOTHERSMASK_NAME","Mother's Mask","","Máscara materna","Masque de maman","Mutters Maske","Maschera della Madre","Máscara da Mãe","Материнская маска","","",""
"ARMOR_MOTHERSMASK_DESC","Spawn a Charmed Tiny Tumor at the start of each battle and whenever you're downed.","","Genera un minitumor embrujado al inicio de cada combate y siempre que esta unidad esté abatida.","Invoque une petite tumeur envoûtée au début de chaque combat et quand vous êtes mis K.O.","Ruf am Anfang jedes Kampfes und immer, wenn du in Ohnmacht fällst, einen freundlichen winzigen Tumor.","Generi un Tumore Minuscolo Ammaliato all'inizio di ogni battaglia e ogni volta che sei KO.","Gere um tumor minúsculo enfeitiçado no início de cada batalha e sempre que ficar inconsciente.","Призывает очарованную маленькую опухоль в начале каждого боя и при вашем падении.","","",""
"ARMOR_MOTHERSNECKLACE_NAME","Mother's Necklace","","Gargantilla materna","Collier de maman","Mutters Halskette","Collana della Madre","Colar da Mãe","Материнское ожерелье","","",""
